,subject,task_number,cross_val_score,training_score
0,18,3,0.5722222222222222,0.8888888888888888
0,19,3,0.4666666666666666,0.8888888888888888
0,20,3,0.5277777777777778,1.0
0,21,3,0.37777777777777777,0.6666666666666666
0,22,3,0.6111111111111112,0.8888888888888888
0,23,3,0.6333333333333333,0.8888888888888888
0,24,3,0.65,0.8888888888888888
0,25,3,0.6888888888888889,1.0
0,26,3,0.33333333333333337,0.5555555555555556
0,27,3,0.48888888888888893,0.4444444444444444
0,28,3,0.48888888888888893,0.8888888888888888
0,29,3,0.8277777777777778,0.8888888888888888
0,30,3,0.6722222222222223,0.6666666666666666
0,31,3,0.6499999999999999,0.8888888888888888
0,32,3,0.7166666666666667,1.0
0,33,3,0.7277777777777779,0.5555555555555556
0,34,3,0.8,0.8888888888888888
0,35,3,0.8777777777777777,1.0
0,36,3,0.6555555555555557,0.8888888888888888
0,37,3,0.5176470588235295,0.5555555555555556
0,38,3,0.3222222222222222,0.7777777777777778
0,39,3,0.40555555555555556,0.6666666666666666
0,40,3,0.42222222222222217,0.8888888888888888
0,41,3,0.48888888888888893,0.8888888888888888
0,42,3,0.9722222222222221,0.8888888888888888
0,43,3,0.85,1.0
0,44,3,0.6166666666666667,0.8888888888888888
0,45,3,0.7055555555555555,0.8888888888888888
0,46,3,0.5777777777777777,1.0
0,47,3,0.3277777777777778,0.8888888888888888
0,48,3,0.7555555555555555,0.7777777777777778
0,49,3,0.6833333333333333,0.7777777777777778
0,50,3,0.7166666666666667,1.0
0,51,3,0.55,0.8888888888888888
0,52,3,0.6166666666666667,0.6666666666666666
0,53,3,0.5777777777777777,0.7777777777777778
0,54,3,0.7388888888888889,0.7777777777777778
0,55,3,0.8333333333333333,0.8888888888888888
0,56,3,0.6055555555555556,1.0
0,57,3,0.4833333333333333,0.5555555555555556
0,58,3,0.6,1.0
0,59,3,0.5,0.7777777777777778
0,60,3,0.5055555555555555,0.6666666666666666
0,61,3,0.49444444444444446,0.3333333333333333
0,62,3,0.8555555555555555,0.8888888888888888
0,63,3,0.45555555555555555,1.0
0,64,3,0.46470588235294114,1.0
0,65,3,0.5222222222222221,0.7777777777777778
0,66,3,0.6277777777777779,1.0
0,67,3,0.4166666666666667,0.8888888888888888
0,68,3,0.6388888888888888,1.0
0,69,3,0.5944444444444444,1.0
0,70,3,0.7777777777777779,0.8888888888888888
0,71,3,0.5888888888888888,0.8888888888888888
0,72,3,0.7294117647058823,0.8888888888888888
0,73,3,0.7470588235294118,1.0
0,74,3,0.40588235294117647,0.7777777777777778
0,75,3,0.4333333333333334,0.4444444444444444
0,76,3,0.38823529411764707,0.7777777777777778
0,77,3,0.4444444444444445,0.8888888888888888
0,78,3,0.34444444444444444,0.7777777777777778
0,79,3,0.5666666666666667,0.8888888888888888
0,80,3,0.49444444444444446,0.8888888888888888
0,81,3,0.5777777777777777,0.8888888888888888
0,82,3,0.5222222222222224,0.8888888888888888
0,83,3,0.6000000000000001,0.6666666666666666
0,84,3,0.5222222222222223,0.6666666666666666
